"ShareName"	"Directories"	"Files"	"TotalSize"	"LT1Count"	"LT1Size"	"GE1Count"	"GE1Size"	"GE2Count"	"GE2Size"	"GE3Count"	"GE3Size"	"GE4Count"	"GE4Size"	"GE5Count"	"GE5Size"	"GE6Count"	"GE6Size"	"GE7Count"	"GE7Size"	"GE8Count"	"GE8Size"	"GE9Count"	"GE9Size"	"GE10Count"	"GE10Size"
"\\boifs1\FAC_Elec_Cntls"	"1571"	"13322"	"24246306710"	"9"	"22633276"	"13313"	"24223673434"	"13304"	"24139317924"	"13298"	"24102423295"	"13290"	"24092807918"	"13280"	"24084857467"	"13273"	"24053324145"	"10855"	"19134537485"	"9833"	"18693857921"	"3464"	"1655810438"	"2497"	"724748686"
"\\boifs1\FAC_Shared"	"13099"	"108483"	"137441123857"	"4876"	"8163724374"	"103607"	"129277399483"	"93760"	"124974044144"	"86450"	"120201730010"	"80163"	"114699465680"	"70903"	"103292874069"	"55391"	"73413620697"	"45929"	"52297833761"	"41561"	"34116850150"	"34315"	"26588666545"	"30083"	"21535705523"
"\\boifs1\Facilities"	"509"	"2667"	"5312802427"	"2"	"349329"	"2665"	"5312453098"	"2655"	"5311097724"	"2184"	"5215916518"	"1890"	"5101853555"	"1719"	"629425081"	"1471"	"252125033"	"1360"	"215062255"	"1246"	"208054274"	"875"	"134620461"	"265"	"60931060"
"\\boifs1\Federal"	"30371"	"158660"	"242578816666"	"15618"	"5979350759"	"143042"	"236599465907"	"139972"	"232715702334"	"138164"	"227047297229"	"135599"	"219138622732"	"126572"	"201338776293"	"111607"	"193434500338"	"104267"	"184241455852"	"92003"	"153755273089"	"79009"	"135913818857"	"50173"	"65143127310"
"\\boifs1\Generation"	"280"	"10423"	"974777386"	"0"	"0"	"10423"	"974777386"	"10423"	"974777386"	"7618"	"648755837"	"7618"	"648755837"	"7617"	"648755675"	"6726"	"571285969"	"6723"	"571238541"	"6718"	"570956343"	"5245"	"430640850"	"5244"	"430640688"
"\\boifs1\GIS"	"18757"	"517464"	"1975816115557"	"5017"	"64939082374"	"512447"	"1910877033183"	"498202"	"1765643626003"	"487992"	"1347891207284"	"453873"	"1174572540234"	"396909"	"916168504927"	"348818"	"605721362725"	"323059"	"318438527903"	"309749"	"260234700001"	"294575"	"229422023385"	"276777"	"214632712953"
"\\boifs1\GIS_Data"	"549"	"90830"	"257681946251"	"0"	"0"	"90830"	"257681946251"	"90829"	"257681611403"	"90828"	"257040645259"	"90828"	"257040645259"	"90828"	"257040645259"	"90828"	"257040645259"	"90828"	"257040645259"	"90828"	"257040645259"	"90828"	"257040645259"	"90816"	"257027692272"
"\\boifs1\GIS_Softdist"	"5695"	"70862"	"216221255948"	"0"	"0"	"70862"	"216221255948"	"70862"	"216221255948"	"70861"	"215109588276"	"70851"	"206864123420"	"70831"	"192431976844"	"70820"	"188188646648"	"70801"	"185465996897"	"70789"	"182248610061"	"70723"	"171753160143"	"70716"	"171563116217"
"\\boifs1\GTAudit"	"285"	"1541"	"1977530500"	"0"	"0"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"	"1541"	"1977530500"
"\\boifs1\HRBenefits"	"21620"	"142037"	"196181623148"	"8568"	"46454467594"	"133469"	"149727155554"	"124295"	"143718289691"	"113403"	"136875227661"	"98892"	"127236147489"	"88531"	"117795729823"	"79216"	"109393922610"	"67513"	"94617322764"	"60540"	"90426980149"	"51587"	"84491740539"	"36189"	"39953980088"
"\\boifs1\INDadmin"	"1874"	"13316"	"4853460365"	"1798"	"528482619"	"11518"	"4324977746"	"9944"	"3833781368"	"8307"	"2615412333"	"6962"	"2258883107"	"6093"	"1753725557"	"4905"	"1119237207"	"3896"	"667557946"	"2961"	"445793669"	"981"	"207224566"	"788"	"159102399"
"\\boifs1\IndustPM"	"2195"	"19138"	"38074843143"	"0"	"0"	"19138"	"38074843143"	"19138"	"38074843143"	"19138"	"38074843143"	"19138"	"38074843143"	"19136"	"38028014464"	"19132"	"38027833728"	"19116"	"34670607964"	"19110"	"34648367649"	"18921"	"29639827679"	"18603"	"25897305918"
"\\boifs1\Industrial"	"105214"	"1466585"	"3859902212539"	"8383"	"86063251072"	"1458202"	"3773838961467"	"1450041"	"3711531911838"	"1435459"	"3647921934957"	"1408949"	"3124911756035"	"1374397"	"2596386148584"	"1316492"	"2086722215608"	"1232959"	"1804285107964"	"1083497"	"1467206043225"	"976111"	"1239307257133"	"885831"	"989128099367"
"\\boifs1\ITES"	"39310"	"473453"	"1106071169926"	"1313"	"199282129631"	"472140"	"906789040295"	"465321"	"776509892226"	"459158"	"605357442507"	"434514"	"485105226375"	"370814"	"331292238695"	"274371"	"177161511699"	"241910"	"106083567926"	"135533"	"67833139159"	"112872"	"52137289549"	"82350"	"37004356757"
"\\boifs1\ITxchange"	"6209"	"41647"	"601388832562"	"4485"	"89621374161"	"37162"	"511767458401"	"31824"	"382432372282"	"29663"	"282306429184"	"22893"	"218104592158"	"17751"	"144959625746"	"16038"	"105788242879"	"14292"	"88085187557"	"10875"	"57617150063"	"10062"	"45235203276"	"7642"	"33638773047"
"\\boifs1\Legal"	"2021"	"7194"	"5732956219"	"9"	"29547039"	"7185"	"5703409180"	"6931"	"5591688824"	"6109"	"5221169893"	"5373"	"4878200115"	"4373"	"4466296745"	"3266"	"3957718798"	"2940"	"3582675899"	"2674"	"2382231569"	"2318"	"1156996014"	"1901"	"1036141596"
"\\boifs1\Lidar"	"63476"	"913769"	"2606832527328"	"0"	"0"	"913769"	"2606832527328"	"913768"	"2606831163360"	"913768"	"2606831163360"	"913749"	"2606548242209"	"913739"	"2604770458280"	"910649"	"2577843200097"	"907507"	"2519662071919"	"902395"	"2272590643780"	"892540"	"2233334910528"	"861958"	"2073487295214"
"\\boifs1\Line"	"526"	"2767"	"11932447985"	"97"	"46275190"	"2670"	"11886172795"	"2592"	"11565906662"	"2396"	"11344924130"	"1543"	"8401302099"	"1394"	"8053174878"	"1145"	"7348204713"	"1059"	"7269292422"	"966"	"6983708915"	"710"	"5828969121"	"625"	"2002468921"
"\\boifs1\Operations"	"43593"	"482364"	"2174296832155"	"23266"	"405101826566"	"459098"	"1769195005589"	"438160"	"1514674162209"	"421167"	"1319048903848"	"402880"	"1277344857037"	"380443"	"1214349204669"	"320074"	"1093580023725"	"284458"	"996210278351"	"240537"	"816297829720"	"202655"	"616257241495"	"173995"	"364273668323"
"\\boifs1\PD_DistMgmt"	"11283"	"101471"	"179599460118"	"1578"	"6966226003"	"99893"	"172633234115"	"95952"	"165214404037"	"91070"	"155925428476"	"86974"	"134002344049"	"76042"	"93101709446"	"46581"	"54216941443"	"34524"	"41322728062"	"25799"	"20815217611"	"19585"	"12620628893"	"8233"	"6349226415"
"\\boifs1\PD_Prog_Mgmt"	"1951"	"17845"	"46138866396"	"7"	"865482"	"17838"	"46138000914"	"17835"	"46137718718"	"17826"	"46136392692"	"17802"	"46109125875"	"17255"	"45854676985"	"16268"	"19516219304"	"14584"	"15705841712"	"12099"	"14283080315"	"9517"	"11547877137"	"7951"	"5347447694"
"\\boifs1\Printroom_Requests"	"15489"	"111539"	"369333957010"	"20966"	"48498274881"	"90573"	"320835682129"	"73145"	"288962672314"	"58329"	"249074572549"	"51373"	"211648985303"	"41318"	"166830221064"	"31435"	"131279074635"	"25421"	"96019117160"	"15455"	"57104576173"	"5080"	"13903583306"	"3565"	"11369013121"
"\\boifs1\Processing"	"8490"	"74658"	"142978044378"	"3"	"244224"	"74655"	"142977800154"	"74642"	"142976505306"	"73781"	"136267438669"	"71913"	"133844461236"	"67225"	"119324856031"	"59700"	"102242251158"	"56867"	"88951480646"	"53011"	"64326172567"	"51540"	"52840499321"	"51368"	"52533831177"
"\\boifs1\ProjControl"	"124"	"11978"	"2000442977"	"0"	"0"	"11978"	"2000442977"	"11975"	"2000180650"	"4960"	"832385046"	"146"	"25175809"	"146"	"25175809"	"144"	"25174808"	"143"	"25174077"	"143"	"25174077"	"143"	"25174077"	"141"	"25102741"
"\\boifs1\Projects"	"506622"	"5022095"	"35962833358719"	"271214"	"16329672162116"	"4750881"	"19633161196603"	"4550625"	"12098952007322"	"4216050"	"11003164030894"	"3786743"	"9396223657395"	"3521789"	"8229584134204"	"3241944"	"6230516056027"	"2830651"	"4721096516898"	"2081430"	"3500094021196"	"1751452"	"2520964486716"	"1452909"	"2009847819721"
"\\boifs1\Reference"	"20060"	"834891"	"13227579515668"	"65651"	"1682465777537"	"769240"	"11545113738131"	"713779"	"10276039461482"	"651649"	"8894401560917"	"608414"	"7662893422283"	"461342"	"6478823442122"	"269864"	"4823261775467"	"187378"	"3416374589489"	"65395"	"2590604083793"	"52319"	"2352023657355"	"38305"	"2122881187665"
"\\boifs1\Shares$"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\boifs1\Studies"	"22216"	"237588"	"192311506739"	"9"	"24845027"	"237579"	"192286661712"	"237567"	"192285605124"	"237549"	"191130163564"	"236684"	"190327920212"	"231495"	"184511871618"	"227984"	"176275172713"	"223203"	"163228093431"	"219980"	"154690909581"	"213200"	"152184751422"	"188363"	"142431026575"
"\\boifs1\Substation"	"121529"	"1679829"	"2826484127807"	"208721"	"331456548903"	"1471108"	"2495027578904"	"1335013"	"2196245279643"	"1205724"	"1883563274610"	"1046452"	"1546693444619"	"918088"	"1248746658466"	"767531"	"964896189280"	"558507"	"592894466535"	"412947"	"404330639295"	"347218"	"300072044894"	"304369"	"250533243693"
"\\boifs1\TD"	"304074"	"3301199"	"17803985692392"	"128208"	"835178088481"	"3172991"	"16968807603911"	"3053842"	"16180074748589"	"2923423"	"15219589825995"	"2722665"	"13211231469553"	"2500910"	"10254311441788"	"2252643"	"8506473587282"	"1965253"	"6879247513815"	"1710749"	"5465784912011"	"1507156"	"4384957426495"	"1325368"	"3411417610032"
"\\boifs1\TnD_GIS_PM"	"51"	"421"	"101179236"	"0"	"0"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"	"421"	"101179236"
"\\boifs1\vCAD"	"246"	"2426"	"3709956791"	"0"	"0"	"2426"	"3709956791"	"2426"	"3709956791"	"2426"	"3709956791"	"2426"	"3709956791"	"2426"	"3709956791"	"2423"	"3702210637"	"2064"	"3354209810"	"1942"	"698579744"	"653"	"283488389"	"611"	"232001698"
"\\boifs1\VendSubmit"	"365845"	"915100"	"1223576746762"	"8212"	"11718508890"	"906888"	"1211858237872"	"879632"	"1178395412384"	"837680"	"1128558119580"	"797452"	"1076110406340"	"613684"	"802858426844"	"485556"	"622655584028"	"459556"	"583630955764"	"395176"	"487547091584"	"0"	"0"	"0"	"0"
"\\boifs1\Visual_Tech"	"576971"	"13385847"	"42337803435890"	"572730"	"6592745506629"	"12813117"	"35745057929261"	"11954933"	"30423687066554"	"10854474"	"26537222340116"	"8955770"	"21628778880745"	"6718861"	"16752631527798"	"4900748"	"13125898110465"	"3362259"	"9557057657405"	"2700941"	"7277080889395"	"2112170"	"5911566217260"	"1712046"	"4731377082978"
"\\boifs1\Xchange"	"91"	"595"	"5714283283"	"280"	"4110531272"	"315"	"1603752011"	"291"	"1400842596"	"290"	"1392774152"	"289"	"1392733192"	"225"	"1262633905"	"209"	"1119279914"	"208"	"1114337583"	"151"	"739282112"	"151"	"739282112"	"150"	"738717517"
"\\bosfs1\Environmental"	"2220"	"23961"	"77616237517"	"2644"	"13444854753"	"21317"	"64171382764"	"20822"	"63045028317"	"20777"	"62865660848"	"20547"	"62538771679"	"17959"	"45200245627"	"16525"	"36922096169"	"15322"	"35611697920"	"14050"	"34018845312"	"11192"	"31621205958"	"5209"	"27175563543"
"\\bosfs1\Line"	"18487"	"160815"	"556495341158"	"2972"	"43131127082"	"157843"	"513364214076"	"154296"	"470456614904"	"142401"	"357002530576"	"120968"	"272697280427"	"113511"	"226601425279"	"91086"	"171312391130"	"80643"	"136871023806"	"74191"	"82284882264"	"67668"	"67981527737"	"56334"	"41570511040"
"\\bosfs1\PD_DistMgmt"	"63215"	"585840"	"1714683138559"	"9141"	"48535261997"	"576699"	"1666147876562"	"568334"	"1603298127512"	"561475"	"1566338492044"	"554711"	"1543642591481"	"538814"	"982883170723"	"339041"	"585899207307"	"317097"	"461927872915"	"254405"	"331661630329"	"129665"	"111586725896"	"67622"	"50428411174"
"\\bosfs1\Program_Management"	"74096"	"390253"	"691551557293"	"19713"	"49737552514"	"370540"	"641814004779"	"352313"	"594438139285"	"334582"	"542032544310"	"314444"	"492464292042"	"290303"	"398984211371"	"262230"	"318880485146"	"224816"	"257231880819"	"200071"	"205361889486"	"121694"	"126986658857"	"92573"	"96402308402"
"\\bosfs1\Reference"	"1"	"1"	"23451823"	"0"	"0"	"1"	"23451823"	"1"	"23451823"	"1"	"23451823"	"1"	"23451823"	"1"	"23451823"	"1"	"23451823"	"1"	"23451823"	"1"	"23451823"	"0"	"0"	"0"	"0"
"\\bosfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\bosfs1\Substation"	"20976"	"389960"	"500920466519"	"16726"	"26425858853"	"373234"	"474494607666"	"358284"	"452431426911"	"339424"	"423761744284"	"324739"	"403347509841"	"293751"	"303742970461"	"228259"	"222644721260"	"183076"	"164723305121"	"141540"	"116247669352"	"123213"	"92224747298"	"111300"	"79319440930"
"\\bosfs1\Xchange"	"15"	"27"	"341948762"	"27"	"341948762"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\Line"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\PD_DistMgmt"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\Pub_Inv"	"149"	"6"	"16659692"	"6"	"16659692"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\UpdateManager"	"5922"	"175026"	"29553555577"	"4013"	"4403237088"	"171013"	"25150318489"	"168857"	"17694631725"	"150851"	"11458272564"	"140210"	"10010813828"	"136576"	"7986991962"	"103853"	"7093318713"	"86378"	"5759756897"	"82588"	"5205567171"	"80772"	"4975291772"	"72602"	"4491361569"
"\\ch3fs1\Xchange"	"2"	"60"	"3183853580"	"60"	"3183853580"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\cinfs1\Archive"	"75476"	"3042216"	"1586510226191"	"814"	"210608892"	"3041402"	"1586299617299"	"3041318"	"1586274239446"	"3041278"	"1586267977874"	"3041268"	"1586267347215"	"3041244"	"1586261503741"	"3041156"	"1586215672733"	"3040241"	"1586041720294"	"3039806"	"1585967764718"	"3039619"	"1585917092438"	"3039218"	"1581504907622"
"\\cinfs1\RAM"	"1075667"	"11408261"	"20936489433524"	"126287"	"739181270625"	"11281974"	"20197308162899"	"11044560"	"19350365143387"	"10667283"	"18181933627936"	"10466044"	"17369939942894"	"10142638"	"16154546501230"	"9446084"	"14043563979921"	"8605538"	"11467192062193"	"7971352"	"9604568248935"	"7515473"	"8106098564103"	"7167366"	"7039881084149"
"\\cinfs1\RAM120"	"42476"	"834236"	"2053824986892"	"5"	"120782"	"834231"	"2053824866110"	"834142"	"2052869382705"	"834048"	"2052134224654"	"833841"	"2051964755300"	"799177"	"1883588133802"	"732069"	"1606366707854"	"605729"	"1383238294892"	"503400"	"1214671541628"	"400968"	"1070092335709"	"313265"	"764458987063"
"\\cinfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\cinfs1\Xchange"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\clkfs1\Reference"	"2060"	"193869"	"4167824378693"	"3"	"10163712"	"193866"	"4167814214981"	"192196"	"4135237471612"	"183371"	"3950769191815"	"164699"	"3578250140580"	"160707"	"3503665291019"	"121344"	"2160322406133"	"107012"	"1850320472533"	"64791"	"1168686726679"	"33710"	"589216541018"	"19647"	"305749016850"
"\\clkfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\clkfs1\Studies"	"98687"	"1366337"	"2417677338236"	"6943"	"111047839792"	"1359394"	"2306629498444"	"1348246"	"2241867976210"	"1322450"	"2099080461391"	"1176729"	"1865353802484"	"1118014"	"1685068103081"	"1050166"	"1239544339535"	"994256"	"881944172787"	"939143"	"757862096649"	"872255"	"647523788750"	"505203"	"437845382571"
"\\clkfs1\Visual_Tech"	"73986"	"984433"	"1782811541582"	"329"	"1028890483"	"984104"	"1781782651099"	"983908"	"1781614884514"	"983513"	"1778854184370"	"983047"	"1772017437648"	"979246"	"1737614388788"	"835655"	"1641129977483"	"746461"	"1283898970439"	"582342"	"759022189090"	"231488"	"210017166373"	"164295"	"148398911462"
"\\clkfs1\Xchange"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\colfs1\Environmental"	"27467"	"95132"	"359469809472"	"21944"	"145051766270"	"73188"	"214418043202"	"54306"	"148351145685"	"25901"	"63947136929"	"3665"	"16040093879"	"1942"	"13773872056"	"1467"	"12727319882"	"1417"	"12650419624"	"1410"	"12643853550"	"1400"	"12643023655"	"1397"	"12636308026"
"\\colfs1\Line"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\colfs1\PD_DistMgmt"	"152"	"1080"	"10141061698"	"176"	"1643052119"	"904"	"8498009579"	"649"	"4910232005"	"419"	"4008448440"	"25"	"173288119"	"12"	"11791536"	"8"	"11100644"	"2"	"1010"	"2"	"1010"	"2"	"1010"	"0"	"0"
"\\colfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\colfs1\Substation"	"1169"	"12651"	"37795115086"	"1159"	"8337745567"	"11492"	"29457369519"	"8899"	"19416550460"	"8090"	"16860930850"	"7241"	"14792455306"	"6895"	"13214409490"	"5650"	"9131604089"	"5179"	"7813206967"	"5032"	"7310989640"	"4784"	"5846254220"	"4575"	"5533203442"
"\\colfs1\Xchange"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\da11fs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\da11fs1\UpdateManager"	"5922"	"175026"	"29553555577"	"4013"	"4403237088"	"171013"	"25150318489"	"168857"	"17694631725"	"150851"	"11458272564"	"140210"	"10010813828"	"136576"	"7986991962"	"103853"	"7093318713"	"86378"	"5759756897"	"82588"	"5205567171"	"80772"	"4975291772"	"72602"	"4491361569"
"\\da11fs1\Xchange"	"2"	"60"	"3183853580"	"60"	"3183853580"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\denfs1\DENSUS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\denfs1\Enviro"	"23218"	"187857"	"432388860071"	"3204"	"24844712375"	"184653"	"407544147696"	"172480"	"376952270970"	"165855"	"336094576527"	"155760"	"294879751473"	"144809"	"251639124218"	"135117"	"205131778459"	"101927"	"149681294054"	"30117"	"82460025490"	"23196"	"53261617332"	"12300"	"28157475945"
"\\denfs1\Galena_Advisors"	"69"	"729"	"455768495"	"0"	"0"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"729"	"455768495"	"728"	"455737805"
"\\denfs1\GIS"	"16525"	"59938"	"160008419946"	"0"	"0"	"59938"	"160008419946"	"58793"	"156235586526"	"58278"	"143139921196"	"53880"	"80671143651"	"46860"	"66238806743"	"45433"	"55925249883"	"42608"	"42986209273"	"42309"	"33649516923"	"41583"	"24960454149"	"40977"	"20922669701"
"\\denfs1\Line"	"269"	"2262"	"190080809189"	"882"	"124660614218"	"1380"	"65420194971"	"790"	"47095458778"	"718"	"39004914207"	"575"	"32373953444"	"548"	"30389175009"	"520"	"29494403281"	"487"	"22716783137"	"356"	"21189183400"	"298"	"16726000334"	"213"	"3866956959"
"\\denfs1\Plot Files"	"47"	"253"	"34507105"	"0"	"0"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"	"253"	"34507105"
"\\denfs1\Salient"	"158775"	"1613666"	"3031571057575"	"6"	"24063206"	"1613660"	"3031546994369"	"1613033"	"3028695985225"	"1607308"	"2975785842659"	"1497707"	"2623376081104"	"1329137"	"2118902825692"	"1028452"	"1376273231760"	"836736"	"1102285429449"	"604241"	"684486509953"	"339552"	"303318815830"	"216046"	"200664121719"
"\\denfs1\SAS"	"19259"	"183392"	"461863181134"	"3559"	"4744587966"	"179833"	"457118593168"	"174994"	"446233428961"	"167295"	"434335727728"	"162164"	"374321946857"	"149203"	"319535971322"	"138330"	"259695486391"	"130424"	"235691531768"	"106877"	"198633377943"	"71629"	"155062666012"	"57492"	"66355180820"
"\\denfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\denfs1\Substation"	"151500"	"2082077"	"2688714866012"	"63835"	"135721848701"	"2018242"	"2552993017311"	"1946461"	"2364425860062"	"1852386"	"2152028794043"	"1766843"	"1974057488417"	"1688015"	"1795420845927"	"1572082"	"1437308288782"	"1456305"	"1151801145666"	"1293109"	"922511089026"	"1123324"	"717084950823"	"996204"	"597158245003"
"\\denfs1\UpdateManager"	"5922"	"175026"	"29553555577"	"4013"	"4403237088"	"171013"	"25150318489"	"168857"	"17694631725"	"150851"	"11458272564"	"140210"	"10010813828"	"136576"	"7986991962"	"103853"	"7093318713"	"86378"	"5759756897"	"82588"	"5205567171"	"80772"	"4975291772"	"72602"	"4491361569"
"\\denfs1\Xchange"	"14"	"51"	"1416570302"	"51"	"1416570302"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\fmcfs1\Line"	"300964"	"3511297"	"19914528144029"	"196373"	"1532881056839"	"3314924"	"18381647087190"	"3150890"	"17240841238889"	"3027444"	"16206519792977"	"2875190"	"14548482412322"	"2697081"	"12886246703336"	"2428823"	"10210331395071"	"2205106"	"8405313398159"	"2005917"	"6713203512235"	"1798451"	"5128493777938"	"1601822"	"4061841920244"
"\\fmcfs1\SAS"	"1681"	"14595"	"74776949582"	"60"	"38578950196"	"14535"	"36197999386"	"14430"	"35013687570"	"14304"	"34785107690"	"13839"	"33532210127"	"11057"	"30726666268"	"10149"	"23903037042"	"8816"	"20025186385"	"8800"	"17375917780"	"8748"	"17200545092"	"8520"	"15480028521"
"\\fmcfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\fmcfs1\Substation"	"67052"	"780831"	"1367798741181"	"8800"	"27845891151"	"772031"	"1339952850030"	"758915"	"1183781447202"	"741249"	"1101971353360"	"725889"	"1036758990588"	"698725"	"936862954350"	"628040"	"793459263058"	"532725"	"605700464034"	"430842"	"431144018471"	"319514"	"263657586489"	"217856"	"148634405597"
"\\fmcfs1\UpdateManager"	"5922"	"175026"	"29553555577"	"4013"	"4403237088"	"171013"	"25150318489"	"168857"	"17694631725"	"150851"	"11458272564"	"140210"	"10010813828"	"136576"	"7986991962"	"103853"	"7093318713"	"86378"	"5759756897"	"82588"	"5205567171"	"80772"	"4975291772"	"72602"	"4491361569"
"\\fmcfs1\Xchange"	"14"	"10"	"9102925"	"10"	"9102925"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\frefs1\Admin"	"472"	"5304"	"11269375848"	"152"	"66694620"	"5152"	"11202681228"	"4743"	"10249580975"	"4568"	"7982013332"	"4545"	"7978627450"	"4291"	"7504701465"	"3938"	"6408993929"	"3708"	"6297873776"	"3339"	"6155338973"	"3252"	"5953155118"	"3040"	"5591989619"
"\\frefs1\Enviro"	"275729"	"764889"	"1320627637340"	"14371"	"35424395120"	"750518"	"1285203242220"	"735098"	"1161150132047"	"717437"	"1106115776482"	"693132"	"1023173740020"	"662203"	"934491757658"	"618072"	"858810589803"	"546486"	"724187154518"	"479622"	"620309117754"	"411665"	"485489335548"	"329271"	"376704608826"
"\\frefs1\ITops"	"58"	"452"	"2020210728"	"0"	"0"	"452"	"2020210728"	"452"	"2020210728"	"452"	"2020210728"	"452"	"2020210728"	"452"	"2020210728"	"451"	"2018622364"	"451"	"2018622364"	"451"	"2018622364"	"450"	"2018595178"	"450"	"2018595178"
"\\frefs1\Line"	"174427"	"1692552"	"6714160422235"	"1221"	"6699098779"	"1691331"	"6707461323456"	"1689466"	"6690941927185"	"1681421"	"6600851818599"	"1673680"	"6505902243959"	"1623255"	"5909272215084"	"1507398"	"5094501411369"	"1400872"	"4367424304689"	"1212778"	"3492474778838"	"1061049"	"2866636758004"	"918982"	"2285930483228"
